#Sample	unique_to_file_1	unique_to_file_1_snp	unique_to_file_1_indel	unique_to_file_2	unique_to_file_2_snp	unique_to_file_2_indel	both_missing	common_context	common_context_snp	common_context_indel	common_context_discordant_id	called_and_same	called_and_same_hom_ref	called_and_same_hom_var	called_and_same_het	called_but_discordant	called_but_discordant_hom1_het2	called_but_discordant_het1_hom2	called_but_discordant_hom1_hom2	called_but_discordant_het1_het2
B00GG78	43706	15512	27508	22523	10782	11741	2179	558769	535072	22476	55049	555622	487656	27492	40474	3147	838	1978	166	165
B00GG6W	43616	15417	27507	22523	10765	11758	2303	558735	535021	22481	55068	555821	486801	26805	42215	2914	734	1839	176	165
B00FWYO	43727	15521	27515	22478	10736	11742	2288	558684	534948	22515	55043	555713	486621	26844	42248	2971	734	1887	186	164
B00GG7A	43676	15483	27514	22420	10736	11684	2552	558529	534850	22444	54989	555478	487163	26426	41889	3051	778	1962	159	152
B00G5YC	43593	15405	27504	22458	10770	11688	2591	558535	534848	22458	55019	555556	486697	26693	42166	2979	768	1895	140	176
B00GG7B	43715	15542	27486	22488	10750	11738	2402	558572	534864	22477	55048	555637	486541	27184	41912	2935	729	1853	174	179
B00FWYM	43652	15448	27517	22485	10734	11751	2252	558788	535005	22538	55073	555903	486474	26981	42448	2885	742	1814	149	180
B00G5YD	43654	15483	27479	22371	10758	11613	2540	558612	534910	22477	55023	555567	487295	26300	41972	3045	833	1902	146	164
B00GG7C	43682	15497	27496	22510	10741	11769	2218	558767	534997	22535	55099	555832	487263	26882	41687	2935	726	1856	150	203
B00G5YA	43406	15256	27473	22456	10775	11681	2994	558321	534618	22465	54980	555575	486545	26945	42085	2746	848	1555	176	167
B00GG7D	43953	15715	27526	22498	10774	11724	2034	558692	534902	22548	55094	555725	487007	27004	41714	2967	767	1857	149	194
B00G5YB	43701	15528	27486	22332	10757	11575	2908	558236	534572	22438	54977	555211	486228	26923	42060	3025	840	1869	159	157
B00FWYI	43578	15372	27513	22551	10726	11825	2414	558634	534851	22539	55023	555624	486748	26978	41898	3010	685	1987	158	180
B00FWYF	43626	15406	27531	22479	10743	11736	2658	558414	534690	22484	54959	555406	487095	26384	41927	3008	727	1934	166	181
B00FWYG	43597	15460	27463	22518	10784	11734	3100	557962	534302	22436	54918	554986	486738	27185	41063	2976	898	1741	161	176
B00G5YF	43431	15321	27430	22294	10701	11593	3508	557944	534301	22412	54877	555044	486898	26618	41528	2900	887	1673	141	199
B00FWZW	43812	15561	27563	22592	10734	11858	1651	559122	535255	22604	55129	556066	487632	26872	41562	3056	607	2120	148	181
B00GG70	43748	15494	27557	22455	10732	11723	2015	558959	535192	22524	55096	556050	487462	27003	41585	2909	750	1832	154	173
B00GG6L	43703	15487	27521	22442	10750	11692	2320	558712	534981	22493	55041	555878	488327	27303	40248	2834	709	1794	165	166
B00GG6M	43785	15580	27520	22464	10749	11715	2011	558917	535171	22517	55083	555856	487603	27198	41055	3061	812	1938	144	167
B00GG6R	43721	15545	27485	22444	10744	11700	2471	558541	534850	22480	55029	555545	487080	27203	41262	2996	789	1883	173	151
B00GG6S	43651	15446	27511	22481	10787	11694	2293	558752	534986	22534	55092	555920	486962	26901	42057	2832	774	1726	148	184
B00GG71	43794	15568	27534	22497	10769	11728	2052	558834	535050	22551	55096	555818	487505	26828	41485	3016	723	1966	142	185
B00GG72	43690	15474	27533	22497	10755	11742	1980	559010	535239	22527	55082	555904	487800	27229	40875	3106	740	2056	131	179
B00GG6F	43679	15505	27492	22432	10805	11627	2339	558727	534995	22494	55051	555740	486835	27760	41145	2987	732	1928	160	167
B00GG6G	43733	15532	27513	22510	10761	11749	2287	558647	534908	22502	55035	555639	487291	26722	41626	3008	772	1920	167	149
B00GG6E	43827	15591	27548	22438	10771	11667	2018	558894	535130	22525	55102	555883	488373	27619	39891	3011	760	1920	162	169
B00GG6J	43786	15570	27521	22460	10779	11681	2159	558772	535009	22527	55090	555686	487049	26697	41940	3086	769	1970	161	186
B00GG6K	43801	15615	27499	22523	10772	11751	2310	558543	534827	22487	55026	555711	486862	26666	42183	2832	735	1771	143	183
B00GG6H	43780	15578	27511	22433	10743	11690	2380	558584	534846	22502	55054	555695	486786	26946	41963	2889	777	1753	181	178
B00FWZI	43576	15421	27469	22448	10712	11736	2808	558345	534642	22478	54973	555361	486564	26855	41942	2984	849	1815	166	154
B00FWZL	43719	15519	27512	22538	10786	11752	2203	558717	534980	22498	55033	555493	486892	26750	41851	3224	739	2119	168	198
B00GG6C	43666	15478	27510	22491	10747	11744	2217	558803	535087	22481	55060	556000	487336	26909	41755	2803	763	1724	148	168
B00FWZK	43724	15484	27541	22489	10761	11728	2437	558527	534797	22492	55004	555486	487179	26801	41506	3041	744	1961	152	184
B00GG6B	43691	15522	27488	22508	10794	11714	2242	558736	535026	22476	55033	555671	486935	27141	41595	3065	873	1844	185	163
B00GG6A	43676	15468	27518	22487	10753	11734	2215	558799	535054	22495	55063	555616	486852	27056	41708	3183	759	2075	153	196
B00FWZM	43695	15481	27533	22535	10775	11760	2217	558730	535014	22482	55051	555602	487719	27101	40782	3128	774	2056	135	163
B00GG5V	43579	15435	27466	22533	10801	11732	2301	558764	535027	22514	55074	555872	487376	27074	41422	2892	715	1845	154	178
B00GG67	43857	15650	27518	22457	10782	11675	2330	558533	534805	22499	55056	555673	487193	27627	40853	2860	734	1786	169	171
B00GG65	43706	15523	27500	22506	10796	11710	2411	558554	534834	22491	55051	555663	486716	27058	41889	2891	706	1835	158	192
B00GG5S	43750	15549	27511	22545	10814	11731	2143	558739	535004	22493	55063	555851	486905	27807	41139	2888	785	1793	154	156
B00GG64	43733	15540	27506	22435	10758	11677	2367	558642	534915	22498	55040	555713	487140	27097	41476	2929	711	1899	146	173
B00GG5Y	43694	15498	27511	22417	10741	11676	2510	558556	534834	22482	55050	555660	486908	27036	41716	2896	727	1817	173	179
B00FWZU	43626	15398	27538	22586	10746	11840	2004	558961	535120	22581	55130	555923	486996	26772	42155	3038	675	2024	159	180
B00GG5K	43736	15507	27543	22510	10764	11746	1955	558976	535226	22507	55086	555881	486735	27296	41850	3095	704	2103	153	135
B00GG5L	43728	15510	27529	22489	10731	11758	1969	558991	535181	22567	55121	555985	487672	27652	40661	3006	680	1995	155	176
B00GG5M	43761	15558	27514	22474	10729	11745	2246	558696	534952	22506	55084	555611	486620	26670	42321	3085	729	2018	163	175
B00GG60	43641	15447	27504	22443	10744	11699	2433	558660	534945	22486	55033	555654	486963	26999	41692	3006	717	1933	183	173
B00GG5P	43764	15534	27541	22467	10777	11690	2012	558934	535183	22507	55080	555965	487912	27319	40734	2969	663	1991	158	157
B00GG5I	43679	15480	27528	22522	10746	11776	2043	558933	535142	22532	55112	555817	486862	26489	42466	3116	706	2076	141	193
B00GG5J	43787	15560	27541	22452	10743	11709	2294	558644	534903	22499	55061	555672	486645	26583	42444	2972	699	1940	166	167
B00G7JD	43876	15654	27531	22452	10744	11708	2177	558672	534946	22496	55025	555813	487709	27223	40881	2859	745	1788	151	175
B00G7JE	43777	15574	27515	22466	10750	11716	2047	558887	535103	22545	55092	555817	487284	27095	41438	3070	775	1965	159	171
B00G7JF	43886	15648	27539	22477	10761	11716	2114	558700	534942	22527	55066	555673	486915	27377	41381	3027	808	1878	184	157
B00G7JG	43709	15479	27545	22489	10737	11752	2143	558836	535053	22546	55066	555769	487298	26647	41824	3067	722	2041	144	160
B00G7JI	43610	15405	27522	22411	10695	11716	2700	558456	534742	22473	55007	555443	486414	27021	42008	3013	816	1882	152	163
B00G7JH	43666	15464	27513	22380	10745	11635	2688	558443	534720	22491	55000	555447	486883	27001	41563	2996	784	1886	159	167
B00G7JK	43576	15366	27516	22450	10736	11714	2494	558657	534920	22503	55038	555688	487259	27020	41409	2969	759	1912	142	156
B00G7JJ	43841	15622	27532	22443	10757	11686	2228	558665	534902	22521	55058	555557	487075	26810	41672	3108	769	1992	170	177
B00G7JM	43698	15470	27538	22548	10762	11786	2195	558736	534983	22518	55058	555899	487674	26286	41939	2837	724	1793	156	164
B00G7JL	43814	15597	27529	22434	10713	11721	2327	558602	534858	22508	55042	555592	487846	26522	41224	3010	791	1894	159	166
B00G7JO	43630	15429	27512	22453	10742	11711	2503	558591	534850	22499	55016	555802	487033	26463	42306	2789	730	1758	149	152
B00G7K0	43897	15664	27544	22539	10743	11796	2119	558622	534860	22527	55052	555573	486543	26727	42303	3049	759	1947	159	184
